cpi_f,cpi_nf,fed,m_supply,oil_price,ppi,unemploy
0.001989182335109918,0.05611350231149381,0.11920529801324498,0.0015896315921377635,0.05611350231149381,0.005017561465127995,0.0
-1.1863944286982786e-05,0.05630188679245296,0.00591715976331364,0.0038247889216955766,0.05630188679245296,0.014478282576135593,-0.050000000000000044
0.001198272589217897,-0.03015147184909972,0.07058823529411762,0.004372845625729926,-0.03015147184909972,0.004921259842519676,0.05263157894736836
0.0017024335715158934,0.04582289671430684,0.049450549450549275,0.002439266518230676,0.04582289671430684,0.0004897159647405669,-0.050000000000000044
0.001384080316090941,-0.04113834883065659,0.0,0.003565112824503114,-0.04113834883065659,-0.004405286343612369,0.0
0.001390042882626119,0.03188363208933298,0.020942408376963373,0.0019171941300026862,0.03188363208933298,0.000983284169124854,-0.02631578947368407
-0.0005190678799223969,0.007404243200911154,0.12307692307692308,0.0009778678260379259,0.007404243200911154,0.004911591355599265,0.027027027027026973
0.0028209466105362235,-0.1949116607773852,0.004566210045662267,0.0009206873528482262,-0.1949116607773852,-0.011241446725317572,0.0
0.003884074119119507,-0.1306179775280898,0.031818181818181746,0.008229412425570182,-0.1306179775280898,-0.006426099851705391,0.026315789473684292
0.002497293621544605,0.03756058158319875,0.05726872246696035,0.0050143466027801065,0.03756058158319875,-0.00945273631840804,0.025641025641025772
0.003009558857927086,0.06948228882833796,0.0,0.002875793441805108,0.06948228882833796,0.0005022601707684871,-0.050000000000000044
0.0016673921830787641,0.058234758871701375,0.004166666666666874,0.002653344665326296,0.058234758871701375,0.008032128514056325,0.0
-0.0013580788228947371,0.09819432502149605,0.004149377593360981,0.002088114288077092,0.09819432502149605,0.006474103585657254,-0.05263157894736836
0.0018106439442506783,-0.04744754149702479,-0.012396694214875992,0.006292552094078863,-0.04744754149702479,-0.0019792182088075316,0.0277777777777779
0.0003296707558770873,-0.101430215354266,-0.004184100418410108,0.008358106953698874,-0.101430215354266,-0.006941001487357323,-0.027027027027027084
0.0004885273614094743,0.0492133186974022,0.008403361344537785,0.005354189822972755,0.0492133186974022,0.001997004493260013,0.0277777777777779
0.0007634356931374153,-0.04428945074106361,-0.11250000000000004,0.005797570413515141,-0.04428945074106361,-0.007473841554558991,0.0
0.0022885599110908927,0.03904397007845284,-0.04225352112676051,0.005697127307336514,0.03904397007845284,-0.004016064257028051,-0.05405405405405406
0.002283334363602618,-0.05250219490781394,-0.1029411764705882,0.009290360417999688,-0.05250219490781394,0.0010080645161290036,0.028571428571428692
0.00231282500009633,0.056893995552260934,-0.15300546448087438,0.006979569736268676,0.056893995552260934,0.002014098690835908,0.0
0.0020113605334912688,0.049973698053656035,0.0,0.004537734673670135,0.049973698053656035,0.0,0.0
0.002805646603670775,-0.0394121576486306,0.0,0.00539848946739685,-0.0394121576486306,0.001507537688442362,-0.02777777777777779
0.0028896535094937725,-0.12134909596662036,0.019354838709677358,0.0036943733849290616,-0.12134909596662036,-0.01304565980933281,0.0
0.0026981437381696782,-0.4220419469726948,-0.5886075949367089,0.03427843220969429,-0.4220419469726948,-0.018301982714794107,0.25714285714285734
0.013941592226506039,-0.43341321465251625,-0.9230769230769231,0.06341393242685411,-0.43341321465251625,-0.03935784567581557,2.3409090909090904
0.0063963483757629724,0.7256797583081569,0.0,0.04897515071313041,0.7256797583081569,0.016711590296495826,-0.10204081632653061
0.005221815252176354,0.34138655462184886,0.5999999999999999,0.016489862743338968,0.34138655462184886,0.013785790031813239,-0.16666666666666663
-0.0037438869635554317,0.06264682850430692,0.125,0.008191160166139966,0.06264682850430692,0.009414225941422716,-0.07272727272727275
0.0012700328122845495,0.04003930238270703,0.11111111111111116,0.004355009902723639,0.04003930238270703,0.006735751295336767,-0.17647058823529405
0.0005914342466468714,-0.06400566839867738,-0.10000000000000009,0.011864425245404986,-0.06400566839867738,0.006176016469377155,-0.059523809523809534
0.002167310416101076,-0.005803684077719029,0.0,0.008640552995391682,-0.005803684077719029,0.005115089514066584,-0.12658227848101267
0.00038949476964167395,0.03908629441624356,0.0,0.012494862748656299,0.03908629441624356,0.009160305343511421,-0.02898550724637683
0.0043272707047110615,0.14851001465559377,0.0,0.008170882138978763,0.14851001465559377,0.011094301563287834,0.0
0.0015469703011234959,0.105912377711612,0.0,0.01294654061741829,0.105912377711612,0.0214463840399004,-0.059701492537313494
0.001271790939687767,0.13538461538461544,-0.11111111111111105,0.012528132807499093,0.13538461538461544,0.0283203125,-0.015873015873015817
0.0010382304429783495,0.05572493224932251,-0.12499999999999989,0.012169196180493724,0.05572493224932251,0.02089268755935425,-0.016129032258064613
0.0030673267181078323,-0.009786619605326452,0.0,0.0129395883911394,-0.009786619605326452,0.013488372093023226,0.0
0.004069929454555865,0.05589760207388217,-0.14285714285714302,0.015315230200838359,0.05589760207388217,0.032124827902707764,-0.0491803278688524
0.007445899460272631,0.09528924351695545,0.3333333333333335,0.0020275531742959263,0.09528924351695545,0.017785682525566893,0.017241379310344973
0.006444807725069834,0.015550574390585492,0.25,0.007585495672064235,0.015550574390585492,0.012887723896898073,-0.0847457627118644
0.004184989501510694,-0.06566422954890316,-0.10000000000000009,0.010671685592739344,-0.06566422954890316,0.006750053914168719,-0.03703703703703709
0.008794172605363304,0.05787686401889869,-0.11111111111111105,0.006263408734215492,0.05787686401889869,0.009695178116230663,-0.07692307692307698
0.009371678049439502,0.13719469644103266,0.0,0.008490017075427625,0.13719469644103266,0.020311611605665414,-0.0625
0.007960297137463268,-0.02859597447226314,0.0,0.009714431653723654,-0.02859597447226314,0.01173559561682569,-0.06666666666666665
0.00618515632371075,-0.09399873657612146,0.0,0.006590410881906594,-0.09399873657612146,-0.008011114445079293,-0.07142857142857151
0.008255220723833778,0.16050760005578035,0.0,0.007436051354357209,0.16050760005578035,0.021194341545881734,0.025641025641025772
0.009899557723308527,0.10117760153809185,0.0,0.0027113539679533005,0.10117760153809185,0.025185329454297634,-0.050000000000000044
0.00921245608649679,0.18398079441292015,1.5,0.00144183818245458,0.18398079441292015,0.029106308873585007,-0.05263157894736836
0.008057020997597197,-0.0619354838709677,0.6499999999999999,-0.0043928849064154285,-0.0619354838709677,0.020368134023552642,0.0
0.01097309529796342,0.0763411279229711,1.3333333333333335,0.00022176841832921568,0.0763411279229711,0.029931024085032565,0.0
0.010024937986655491,0.04828845276129634,0.5714285714285714,-0.0019261859670193227,0.04828845276129634,0.02561747258015523,0.0
0.010834912056630452,-0.11511668408220133,0.38842975206611574,0.0013328828682899196,-0.11511668408220133,-0.028463769977627118,-0.02777777777777779
0.008250208691302552,-0.07823263137177727,0.3869047619047621,-0.00019412001238661158,-0.07823263137177727,-0.010019318774469821,0.05714285714285716
0.0077606785841997095,-0.10045905839649827,0.09871244635193133,-0.005944923931786028,-0.10045905839649827,-0.006113984255006644,-0.05405405405405406
0.006809027555782832,0.03904581058628054,0.203125,-0.004083094222747219,0.03904581058628054,-0.010720498100022957,0.05714285714285716
0.005537386886807605,-0.036322101656196426,0.22727272727272707,-0.0028343956480120225,-0.036322101656196426,-0.0067465078897920305,-0.027027027027027084
0.0044680353906294545,-0.09399075500770426,0.08465608465608465,-0.006902429430385548,-0.09399075500770426,-0.02036939955477557,-0.02777777777777779
