DATE,USALORSGPNOSTSAM
1975-12-01,98.5258827719808
1976-01-01,98.7747749187784
1976-02-01,98.9741264937853
1976-03-01,99.1038409462209
1976-04-01,99.165007275976
1976-05-01,99.1693364642963
1976-06-01,99.1331843321356
1976-07-01,99.0754649481674
1976-08-01,99.0147599178986
1976-09-01,98.9679104680505
1976-10-01,98.9487658275693
1976-11-01,98.9694468406577
1976-12-01,99.0395323888151
1977-01-01,99.1622877360384
1977-02-01,99.336443201922
1977-03-01,99.5540259370973
1977-04-01,99.7943076555869
1977-05-01,100.030058813086
1977-06-01,100.232101517666
1977-07-01,100.374176394166
1977-08-01,100.438133216467
1977-09-01,100.423326106396
1977-10-01,100.361336159866
1977-11-01,100.300063940017
1977-12-01,100.291361352127
1978-01-01,100.379016113422
1978-02-01,100.589709239776
1978-03-01,100.916955096647
1978-04-01,101.317709678154
1978-05-01,101.728185778165
1978-06-01,102.096498878185
1978-07-01,102.39661721258
1978-08-01,102.626007438601
1978-09-01,102.789569053888
1978-10-01,102.888505670798
1978-11-01,102.921300792713
1978-12-01,102.889508189684
1979-01-01,102.808404423355
1979-02-01,102.698377411594
1979-03-01,102.58010775563
1979-04-01,102.472141817783
1979-05-01,102.387862839504
1979-06-01,102.332021096877
1979-07-01,102.295816286912
1979-08-01,102.26335994444
1979-09-01,102.216893775223
1979-10-01,102.141936039911
1979-11-01,102.023522348026
1979-12-01,101.844733836464
1980-01-01,101.588578174429
1980-02-01,101.245709903108
1980-03-01,100.827639771287
1980-04-01,100.385750880098
1980-05-01,99.9869319984991
1980-06-01,99.6918261958184
1980-07-01,99.5309350071524
1980-08-01,99.5136007634061
1980-09-01,99.626937751282
1980-10-01,99.8409205593601
1980-11-01,100.109814938643
1980-12-01,100.383133642216
1981-01-01,100.612820943007
1981-02-01,100.762953178151
1981-03-01,100.822617473
1981-04-01,100.810013127167
1981-05-01,100.756385706865
1981-06-01,100.680768441463
1981-07-01,100.567719728659
1981-08-01,100.386341860893
1981-09-01,100.111785961408
1981-10-01,99.7511569646184
1981-11-01,99.3293095306351
1981-12-01,98.8806470507542
1982-01-01,98.4453069743455
1982-02-01,98.0583685993572
1982-03-01,97.7383662564833
1982-04-01,97.472407295201
1982-05-01,97.2362423501875
1982-06-01,97.0097743203419
1982-07-01,96.7899768485753
1982-08-01,96.5864521535088
1982-09-01,96.416348906012
1982-10-01,96.2979635587893
1982-11-01,96.2499880027051
1982-12-01,96.2868039616221
1983-01-01,96.4084003478871
1983-02-01,96.6084277640257
1983-03-01,96.875639981222
1983-04-01,97.1891958491043
1983-05-01,97.527601903775
1983-06-01,97.8739412563945
1983-07-01,98.2189365525821
1983-08-01,98.5585555069127
1983-09-01,98.8912122523172
1983-10-01,99.2148524505804
1983-11-01,99.5265764445875
1983-12-01,99.822463117237
1984-01-01,100.097821755672
1984-02-01,100.34638178006
1984-03-01,100.560568769827
1984-04-01,100.733348843339
1984-05-01,100.858353329694
1984-06-01,100.93266067341
1984-07-01,100.962694748416
1984-08-01,100.958444127132
1984-09-01,100.930640727617
1984-10-01,100.890237616341
1984-11-01,100.846706720573
1984-12-01,100.807138779158
1985-01-01,100.775473545093
1985-02-01,100.754511475345
1985-03-01,100.74725357188
1985-04-01,100.757383080824
1985-05-01,100.787071537526
1985-06-01,100.83347338195
1985-07-01,100.883747733229
1985-08-01,100.922159239534
1985-09-01,100.936807312957
1985-10-01,100.92711509348
1985-11-01,100.897379533691
1985-12-01,100.852059995143
1986-01-01,100.79253083586
1986-02-01,100.718981908551
1986-03-01,100.633347473496
1986-04-01,100.54324389834
1986-05-01,100.457137284418
1986-06-01,100.379945035011
1986-07-01,100.30846557448
1986-08-01,100.236581692533
1986-09-01,100.160070996856
1986-10-01,100.081471597762
1986-11-01,100.007004947641
1986-12-01,99.9437658549526
1987-01-01,99.8967396255236
1987-02-01,99.8693893597507
1987-03-01,99.8631675602095
1987-04-01,99.8757047724275
1987-05-01,99.9044095860776
1987-06-01,99.9487809751233
1987-07-01,100.011633474824
1987-08-01,100.09524366835
1987-09-01,100.19625323759
1987-10-01,100.299143699542
1987-11-01,100.385880669437
1987-12-01,100.445488463173
1988-01-01,100.484830687792
1988-02-01,100.517546457674
1988-03-01,100.554551073416
1988-04-01,100.595166851156
1988-05-01,100.634363457118
1988-06-01,100.669832072953
1988-07-01,100.709260507706
1988-08-01,100.763503248112
1988-09-01,100.839633199646
1988-10-01,100.933079485546
1988-11-01,101.033625063626
1988-12-01,101.130271777552
1989-01-01,101.215729624883
1989-02-01,101.285209160497
1989-03-01,101.336155372025
1989-04-01,101.369266563807
1989-05-01,101.385990415007
1989-06-01,101.387456459765
1989-07-01,101.374745685987
1989-08-01,101.350072431952
1989-09-01,101.319135888245
1989-10-01,101.29447380981
1989-11-01,101.288363191464
1989-12-01,101.30546788259
1990-01-01,101.33431122263
1990-02-01,101.355592399924
1990-03-01,101.349750326705
1990-04-01,101.305178039718
1990-05-01,101.213710806666
1990-06-01,101.069002570317
1990-07-01,100.868360266492
1990-08-01,100.612417410604
1990-09-01,100.308872918944
1990-10-01,99.9801549709123
1990-11-01,99.65463906769
1990-12-01,99.3599488217776
1991-01-01,99.1163237409228
1991-02-01,98.9370395396131
1991-03-01,98.8252094244032
1991-04-01,98.7659499768422
1991-05-01,98.7385148191614
1991-06-01,98.7244831097562
1991-07-01,98.7136012507979
1991-08-01,98.7032634713356
1991-09-01,98.6977005509561
1991-10-01,98.7070447304816
1991-11-01,98.7428948557551
1991-12-01,98.8127250150286
1992-01-01,98.9122594321227
1992-02-01,99.032166570008
1992-03-01,99.1624313814532
1992-04-01,99.2950992446399
1992-05-01,99.4241325900511
1992-06-01,99.5449130597924
1992-07-01,99.653813736516
1992-08-01,99.7464672833788
1992-09-01,99.8166928503182
1992-10-01,99.8564023822579
1992-11-01,99.8582346572078
1992-12-01,99.8201824531341
1993-01-01,99.7526973043413
1993-02-01,99.6709437278259
1993-03-01,99.5890337330583
1993-04-01,99.5151903089344
1993-05-01,99.4551658624259
