index,类别：所有类别
2004-01,
2004-02,-0.15384615384615385
2004-03,-0.09090909090909094
2004-04,-1.0
2004-05,inf
2004-06,0.0714285714285714
2004-07,-0.1333333333333333
2004-08,0.9230769230769231
2004-09,-0.56
2004-10,1.9090909090909092
2004-11,-1.0
2004-12,
2005-01,
2005-02,inf
2005-03,-0.2666666666666667
2005-04,0.36363636363636354
2005-05,-0.2666666666666667
2005-06,-1.0
2005-07,inf
2005-08,-0.7222222222222222
2005-09,-1.0
2005-10,inf
2005-11,-0.10526315789473684
2005-12,-0.5882352941176471
2006-01,1.0
2006-02,-0.2142857142857143
2006-03,-0.18181818181818177
2006-04,1.1111111111111112
2006-05,-0.6842105263157895
2006-06,2.0
2006-07,-0.2777777777777778
2006-08,-0.3846153846153846
2006-09,0.25
2006-10,0.30000000000000004
2006-11,-0.15384615384615385
2006-12,0.0
2007-01,-0.18181818181818177
2007-02,0.6666666666666667
2007-03,-0.1333333333333333
2007-04,0.5384615384615385
2007-05,-0.19999999999999996
2007-06,0.0625
2007-07,0.05882352941176472
2007-08,-0.4444444444444444
2007-09,-0.09999999999999998
2007-10,0.8888888888888888
2007-11,-0.23529411764705888
2007-12,0.3846153846153846
2008-01,-0.11111111111111116
2008-02,-0.1875
2008-03,-0.15384615384615385
2008-04,0.4545454545454546
2008-05,0.125
2008-06,-0.16666666666666663
2008-07,0.0
2008-08,0.0
2008-09,-0.06666666666666665
2008-10,0.7142857142857142
2008-11,-0.16666666666666663
2008-12,0.19999999999999996
2009-01,0.0
2009-02,-0.29166666666666663
2009-03,0.8235294117647058
2009-04,-0.32258064516129037
2009-05,-0.04761904761904767
2009-06,-0.050000000000000044
2009-07,0.05263157894736836
2009-08,-0.09999999999999998
2009-09,-0.05555555555555558
2009-10,0.3529411764705883
2009-11,-0.04347826086956519
2009-12,0.2272727272727273
2010-01,-0.2592592592592593
2010-02,0.1499999999999999
2010-03,-0.04347826086956519
2010-04,-0.18181818181818177
2010-05,-0.05555555555555558
2010-06,0.05882352941176472
2010-07,-0.05555555555555558
2010-08,0.11764705882352944
2010-09,-0.1578947368421053
2010-10,0.125
2010-11,0.16666666666666674
2010-12,0.33333333333333326
2011-01,-0.1428571428571429
2011-02,0.16666666666666674
2011-03,-0.1428571428571429
2011-04,0.125
2011-05,-0.11111111111111116
2011-06,0.04166666666666674
2011-07,-0.36
2011-08,0.5
2011-09,0.25
2011-10,-0.1333333333333333
2011-11,0.07692307692307687
2011-12,0.2142857142857142
2012-01,-0.08823529411764708
2012-02,-0.12903225806451613
2012-03,0.18518518518518512
2012-04,-0.09375
2012-05,-0.13793103448275867
2012-06,-0.040000000000000036
2012-07,0.08333333333333326
2012-08,0.1923076923076923
2012-09,-0.032258064516129004
2012-10,0.0
2012-11,0.06666666666666665
2012-12,0.28125
2013-01,-0.07317073170731703
2013-02,-0.13157894736842102
2013-03,0.09090909090909083
2013-04,-0.25
2013-05,0.11111111111111116
2013-06,-0.033333333333333326
2013-07,0.034482758620689724
2013-08,0.03333333333333344
2013-09,0.3870967741935485
2013-10,-0.13953488372093026
2013-11,-0.05405405405405406
2013-12,0.2857142857142858
2014-01,-0.15555555555555556
2014-02,0.05263157894736836
2014-03,0.125
2014-04,-0.06666666666666665
2014-05,-0.0714285714285714
2014-06,-0.05128205128205132
2014-07,0.10810810810810811
2014-08,-0.04878048780487809
2014-09,0.07692307692307687
2014-10,-0.0714285714285714
2014-11,0.23076923076923084
2014-12,0.0625
2015-01,-0.13725490196078427
2015-02,-0.06818181818181823
2015-03,0.2195121951219512
2015-04,-0.21999999999999997
2015-05,0.02564102564102555
2015-06,-0.050000000000000044
2015-07,0.1578947368421053
2015-08,-0.13636363636363635
2015-09,0.05263157894736836
2015-10,0.125
2015-11,-0.0888888888888889
2015-12,0.4390243902439024
2016-01,-0.10169491525423724
2016-02,-0.037735849056603765
2016-03,0.13725490196078427
2016-04,-0.15517241379310343
2016-05,0.0
2016-06,-0.08163265306122447
2016-07,-0.022222222222222254
2016-08,-0.2272727272727273
2016-09,0.588235294117647
2016-10,-0.14814814814814814
2016-11,0.17391304347826098
2016-12,0.2407407407407407
2017-01,-0.11940298507462688
2017-02,-0.06779661016949157
2017-03,0.09090909090909083
2017-04,-0.09999999999999998
2017-05,-0.12962962962962965
2017-06,0.12765957446808507
2017-07,-0.1132075471698113
2017-08,0.1063829787234043
2017-09,-0.019230769230769273
2017-10,-0.019607843137254943
2017-11,0.1399999999999999
2017-12,0.368421052631579
2018-01,-0.16666666666666663
2018-02,-0.15384615384615385
2018-03,0.19999999999999996
2018-04,-0.19696969696969702
2018-05,0.018867924528301883
2018-06,0.05555555555555558
2018-07,-0.01754385964912286
2018-08,-0.0714285714285714
2018-09,0.03846153846153855
2018-10,0.03703703703703698
2018-11,0.0
2018-12,0.3214285714285714
2019-01,-0.18918918918918914
2019-02,-0.033333333333333326
2019-03,0.051724137931034475
2019-04,-0.14754098360655743
2019-05,0.07692307692307687
2019-06,-0.017857142857142905
2019-07,-0.07272727272727275
2019-08,0.0
2019-09,0.03921568627450989
2019-10,0.05660377358490565
2019-11,-0.017857142857142905
2019-12,0.19999999999999996
2020-01,-0.12121212121212122
2020-02,0.10344827586206895
2020-03,0.109375
2020-04,0.12676056338028174
2020-05,0.25
2020-06,-0.35
2020-07,-0.12307692307692308
2020-08,0.0
2020-09,0.01754385964912286
2020-10,0.01724137931034475
2020-11,0.05084745762711873
2020-12,0.17741935483870974
2021-01,-0.15068493150684936
2021-02,0.06451612903225801
2021-03,-0.015151515151515138
